TrialNumber,prime_pos_1,prime_pos_2,prime_pos_3,prime_pos_4,prime_col_1,prime_col_2,prime_col_3,prime_col_4,prime_angle_1,prime_angle_2,prime_angle_3,prime_angle_4,curr_task,sequence,target_angle_colour,target_angle_orientation,condition,subject,block_type,ran,order,response,rt
137,45,135,315,225,37.5,318.0,189.20000000000002,238.60000000000002,194.5,152.8,5.1000000000000005,253.5,orientation,repetition,37.0,194.0,experiment_1,012,mixed,1.0,136.0,201.92958775017536,2.6804245
138,225,45,315,135,230.60000000000002,283.7,348.3,120.80000000000001,252.70000000000002,294.1,134.1,7.7,orientation,repetition,230.0,252.0,experiment_1,012,mixed,1.0,137.0,235.87624688313105,1.7416644
139,225,135,315,45,86.4,324.3,232.4,134.4,164.10000000000002,209.60000000000002,251.8,124.0,orientation,repetition,86.0,164.0,experiment_1,012,mixed,1.0,138.0,145.51820702182837,2.0321565
140,135,225,45,315,40.5,166.0,282.5,325.20000000000005,346.8,274.2,98.4,223.70000000000002,orientation,repetition,40.0,346.0,experiment_1,012,mixed,1.0,139.0,288.61569200733106,2.0867488
141,45,315,135,225,129.1,280.0,338.70000000000005,60.6,266.2,208.20000000000002,352.0,157.60000000000002,orientation,repetition,129.0,266.0,experiment_1,012,mixed,1.0,140.0,229.83440630626328,2.5712502
142,45,225,315,135,125.30000000000001,261.5,80.80000000000001,314.5,121.30000000000001,312.3,26.0,213.60000000000002,orientation,repetition,125.0,121.0,experiment_1,012,mixed,1.0,141.0,113.58165114484989,2.3564699
143,135,315,45,225,175.9,124.30000000000001,28.900000000000002,80.10000000000001,313.70000000000005,187.5,114.60000000000001,64.60000000000001,colour,switch,175.0,313.0,experiment_1,012,mixed,1.0,142.0,204.0,1.5504256
144,225,135,315,45,102.4,214.5,17.0,270.5,5.9,278.7,136.20000000000002,188.4,colour,repetition,102.0,5.0,experiment_1,012,mixed,1.0,143.0,264.0,2.2802753
145,45,135,315,225,6.9,120.30000000000001,254.5,296.40000000000003,223.8,324.0,265.8,182.9,colour,repetition,6.0,223.0,experiment_1,012,mixed,1.0,144.0,6.0,1.4696182
146,315,45,135,225,274.5,333.3,55.6,204.3,172.4,248.8,343.40000000000003,93.4,colour,repetition,274.0,172.0,experiment_1,012,mixed,1.0,145.0,274.0,1.8107992
147,315,45,135,225,114.5,14.3,163.60000000000002,299.40000000000003,117.30000000000001,157.3,14.3,72.8,orientation,switch,114.0,117.0,experiment_1,012,mixed,1.0,146.0,131.14651954639794,1.6987283
148,225,45,135,315,2.9000000000000004,265.90000000000003,110.0,212.5,226.20000000000002,281.5,21.3,173.8,colour,switch,2.0,226.0,experiment_1,012,mixed,1.0,147.0,344.0,2.03086
149,45,225,315,135,36.7,101.5,149.3,342.70000000000005,70.8,21.8,268.7,198.0,colour,repetition,36.0,70.0,experiment_1,012,mixed,1.0,148.0,20.0,1.7499555
150,45,225,135,315,187.20000000000002,52.0,93.80000000000001,343.90000000000003,234.5,170.0,91.10000000000001,15.0,colour,repetition,187.0,234.0,experiment_1,012,mixed,1.0,149.0,212.0,3.3759074
151,135,315,225,45,82.5,261.2,153.1,313.70000000000005,118.9,280.90000000000003,1.6,178.4,colour,repetition,82.0,118.0,experiment_1,012,mixed,1.0,150.0,152.0,2.4163802
152,225,45,315,135,188.5,65.9,147.5,243.8,244.10000000000002,1.3,111.10000000000001,62.300000000000004,colour,repetition,188.0,244.0,experiment_1,012,mixed,1.0,151.0,238.0,1.5116136
153,45,225,135,315,13.9,146.20000000000002,91.2,319.20000000000005,291.90000000000003,161.0,245.3,39.2,orientation,switch,13.0,291.0,experiment_1,012,mixed,1.0,152.0,307.58134993988654,2.1314795
154,45,225,135,315,20.5,80.80000000000001,135.5,287.3,41.400000000000006,208.9,92.2,309.5,orientation,repetition,20.0,41.0,experiment_1,012,mixed,1.0,153.0,52.62671788260222,1.6549028
155,135,45,315,225,40.400000000000006,122.2,295.3,196.3,309.90000000000003,99.7,44.400000000000006,243.20000000000002,orientation,repetition,40.0,309.0,experiment_1,012,mixed,1.0,154.0,299.1676133795778,1.4206299
156,225,315,45,135,320.20000000000005,72.10000000000001,21.400000000000002,231.5,13.100000000000001,201.70000000000002,298.0,87.60000000000001,orientation,repetition,320.0,13.0,experiment_1,012,mixed,1.0,155.0,59.81814725088081,2.3718936
157,45,225,135,315,133.5,72.7,189.4,14.600000000000001,10.600000000000001,146.70000000000002,201.9,322.90000000000003,orientation,repetition,133.0,10.0,experiment_1,012,mixed,1.0,156.0,37.076740716621345,1.9251059
158,135,45,315,225,259.3,351.6,158.5,96.2,355.5,149.20000000000002,44.7,207.20000000000002,orientation,repetition,259.0,355.0,experiment_1,012,mixed,1.0,157.0,320.2149282913013,2.528347
159,225,45,315,135,128.5,79.9,349.20000000000005,267.0,182.3,352.5,88.2,306.2,orientation,repetition,128.0,182.0,experiment_1,012,mixed,1.0,158.0,190.6358955760357,2.0996218
160,135,45,225,315,76.60000000000001,127.80000000000001,265.3,327.6,266.0,205.9,145.20000000000002,79.9,orientation,repetition,76.0,266.0,experiment_1,012,mixed,1.0,159.0,299.2729686629442,1.5675375
161,315,45,225,135,152.6,307.90000000000003,266.2,359.3,159.9,61.1,221.8,264.40000000000003,orientation,repetition,152.0,159.0,experiment_1,012,mixed,1.0,160.0,130.33945451741968,2.3607469
162,45,225,135,315,125.5,315.1,273.6,213.70000000000002,318.20000000000005,358.8,68.7,148.9,colour,switch,125.0,318.0,experiment_1,012,mixed,1.0,161.0,125.0,2.3546557
163,225,135,45,315,202.3,19.200000000000003,323.90000000000003,91.7,86.0,132.1,270.7,35.800000000000004,colour,repetition,202.0,86.0,experiment_1,012,mixed,1.0,162.0,212.0,2.3564887
164,45,135,315,225,253.8,192.5,148.0,95.60000000000001,154.5,289.5,205.0,79.0,colour,repetition,253.0,154.0,experiment_1,012,mixed,1.0,163.0,241.0,1.6383874
165,225,45,135,315,324.1,281.0,164.60000000000002,99.0,45.6,288.8,330.6,175.20000000000002,orientation,switch,324.0,45.0,experiment_1,012,mixed,1.0,164.0,56.07020257793936,1.7729894
166,135,45,315,225,85.9,193.4,261.5,6.0,238.3,85.5,145.1,5.4,orientation,repetition,85.0,238.0,experiment_1,012,mixed,1.0,165.0,247.4111980901268,1.7262617
167,315,45,135,225,79.7,5.7,212.5,306.1,188.8,287.1,356.8,48.5,orientation,repetition,79.0,188.0,experiment_1,012,mixed,1.0,166.0,156.33226312788858,2.5854216
168,135,315,45,225,309.3,44.900000000000006,180.70000000000002,124.0,286.3,343.3,116.7,174.9,colour,switch,309.0,286.0,experiment_1,012,mixed,1.0,167.0,305.0,1.8100747
169,45,135,315,225,139.8,239.0,5.2,188.10000000000002,12.200000000000001,310.20000000000005,54.300000000000004,259.8,orientation,switch,139.0,12.0,experiment_1,012,mixed,1.0,168.0,355.072890052351,2.1619818
170,45,135,315,225,18.7,302.40000000000003,90.4,208.8,126.5,4.800000000000001,251.60000000000002,294.2,colour,switch,18.0,126.0,experiment_1,012,mixed,1.0,169.0,18.0,1.7558112
171,45,225,315,135,196.3,246.8,31.900000000000002,306.8,97.0,22.3,232.8,181.20000000000002,orientation,switch,196.0,96.0,experiment_1,012,mixed,1.0,170.0,100.50148500865131,2.3097222
172,315,135,225,45,137.6,95.30000000000001,38.1,190.3,25.8,87.10000000000001,216.20000000000002,130.5,orientation,repetition,137.0,25.0,experiment_1,012,mixed,1.0,171.0,317.17131179091484,2.1616187
173,45,225,135,315,158.3,248.5,356.3,38.300000000000004,5.0,187.70000000000002,244.5,64.60000000000001,orientation,repetition,158.0,4.0,experiment_1,012,mixed,1.0,172.0,345.56203985785214,1.7954972
174,315,135,45,225,345.0,204.3,62.0,111.4,293.40000000000003,159.8,113.5,334.40000000000003,colour,switch,344.0,293.0,experiment_1,012,mixed,1.0,173.0,322.0,2.6600902
175,135,225,315,45,34.6,261.40000000000003,219.0,143.1,95.30000000000001,14.100000000000001,303.1,168.10000000000002,orientation,switch,34.0,95.0,experiment_1,012,mixed,1.0,174.0,28.657117456558133,2.0021267
176,135,45,315,225,317.5,10.600000000000001,156.8,224.60000000000002,284.90000000000003,225.9,15.3,133.8,colour,switch,317.0,284.0,experiment_1,012,mixed,1.0,175.0,323.0,2.2819414
177,315,45,225,135,150.3,347.3,59.0,277.6,339.90000000000003,28.3,119.5,180.3,colour,repetition,150.0,339.0,experiment_1,012,mixed,1.0,176.0,167.0,1.798482
178,135,45,225,315,166.0,343.90000000000003,274.1,53.0,253.60000000000002,156.9,347.40000000000003,210.60000000000002,orientation,switch,166.0,253.0,experiment_1,012,mixed,1.0,177.0,322.139035379577,1.694339
179,45,135,225,315,132.4,276.3,206.4,37.0,330.40000000000003,11.700000000000001,285.90000000000003,177.4,colour,switch,132.0,330.0,experiment_1,012,mixed,1.0,178.0,162.0,2.0191085
180,45,225,315,135,14.8,218.0,163.9,259.8,300.90000000000003,151.8,238.70000000000002,10.600000000000001,colour,repetition,14.0,300.0,experiment_1,012,mixed,1.0,179.0,9.0,2.5622916
181,45,315,135,225,41.6,348.6,258.3,142.5,158.3,15.3,265.90000000000003,216.3,orientation,switch,41.0,158.0,experiment_1,012,mixed,1.0,180.0,139.48743277847583,2.5160978
182,315,135,225,45,43.5,231.60000000000002,297.7,356.1,155.60000000000002,95.60000000000001,202.5,327.1,orientation,repetition,43.0,155.0,experiment_1,012,mixed,1.0,181.0,142.62419250445186,1.2333536
183,225,45,315,135,266.2,65.0,307.6,118.60000000000001,315.3,268.7,108.0,199.8,orientation,repetition,266.0,315.0,experiment_1,012,mixed,1.0,182.0,306.4377566547763,1.4378632
184,225,315,135,45,116.5,4.5,251.10000000000002,172.0,347.6,298.7,202.60000000000002,34.7,orientation,repetition,116.0,347.0,experiment_1,012,mixed,1.0,183.0,311.2880262388282,1.4525084
185,315,45,135,225,310.20000000000005,236.0,101.2,8.6,270.40000000000003,203.20000000000002,35.1,135.8,colour,switch,310.0,270.0,experiment_1,012,mixed,1.0,184.0,306.0,1.4984438
186,225,45,135,315,313.20000000000005,99.30000000000001,207.10000000000002,165.70000000000002,126.5,2.7,170.4,278.40000000000003,orientation,switch,313.0,126.0,experiment_1,012,mixed,1.0,185.0,127.41962706187638,1.9584128
187,45,135,225,315,159.5,346.1,100.80000000000001,56.300000000000004,297.5,342.3,199.5,134.9,orientation,repetition,159.0,297.0,experiment_1,012,mixed,1.0,186.0,301.2509510165807,1.9041803
188,225,45,315,135,188.10000000000002,274.6,49.2,103.5,293.6,97.4,27.700000000000003,142.70000000000002,colour,switch,188.0,293.0,experiment_1,012,mixed,1.0,187.0,192.0,1.524174
189,225,45,135,315,12.9,200.60000000000002,68.3,288.2,21.200000000000003,296.7,206.70000000000002,340.8,colour,repetition,12.0,21.0,experiment_1,012,mixed,1.0,188.0,346.0,1.5354179
190,135,225,315,45,278.2,210.3,96.2,319.40000000000003,239.8,130.9,47.1,173.3,colour,repetition,278.0,239.0,experiment_1,012,mixed,1.0,189.0,296.0,1.7298783
191,225,315,135,45,305.2,166.20000000000002,208.9,256.6,349.5,34.6,273.6,188.8,colour,repetition,305.0,349.0,experiment_1,012,mixed,1.0,190.0,291.0,1.4131001
192,315,135,45,225,159.5,9.4,100.80000000000001,302.0,60.0,0.1,244.9,184.20000000000002,colour,repetition,159.0,60.0,experiment_1,012,mixed,1.0,191.0,196.0,1.4610124
193,135,225,315,45,109.30000000000001,276.90000000000003,55.1,164.5,328.0,217.5,79.5,126.80000000000001,colour,repetition,109.0,328.0,experiment_1,012,mixed,1.0,192.0,110.0,2.0029237
194,135,225,45,315,237.8,135.70000000000002,29.900000000000002,318.90000000000003,41.0,287.0,342.40000000000003,99.80000000000001,orientation,switch,237.0,40.0,experiment_1,012,mixed,1.0,193.0,44.292680631455745,2.083165
195,315,45,135,225,81.5,257.7,350.5,299.3,199.5,147.1,315.0,88.10000000000001,colour,switch,81.0,199.0,experiment_1,012,mixed,1.0,194.0,79.0,1.8073884
196,135,225,315,45,26.700000000000003,278.6,98.5,218.60000000000002,301.1,37.5,228.9,134.4,orientation,switch,26.0,301.0,experiment_1,012,mixed,1.0,195.0,300.8973651602665,1.4313413
197,225,45,135,315,142.9,74.8,203.60000000000002,317.70000000000005,1.7000000000000002,45.7,317.20000000000005,89.0,orientation,repetition,142.0,1.0,experiment_1,012,mixed,1.0,196.0,22.01128319791936,2.6705399
198,135,45,225,315,165.4,9.5,70.60000000000001,226.60000000000002,151.0,246.8,65.60000000000001,107.10000000000001,colour,switch,165.0,150.0,experiment_1,012,mixed,1.0,197.0,183.0,2.0037873
199,135,45,315,225,121.9,298.1,7.2,64.2,339.70000000000005,247.60000000000002,196.8,26.400000000000002,orientation,switch,121.0,339.0,experiment_1,012,mixed,1.0,198.0,328.2127468783352,1.9557462
200,225,315,135,45,123.5,4.800000000000001,208.4,60.2,297.3,190.10000000000002,112.9,64.10000000000001,colour,switch,123.0,297.0,experiment_1,012,mixed,1.0,199.0,116.0,1.6376085
201,315,45,225,135,175.70000000000002,113.10000000000001,216.10000000000002,41.900000000000006,64.0,244.3,124.80000000000001,332.90000000000003,colour,repetition,175.0,64.0,experiment_1,012,mixed,1.0,200.0,159.0,1.632137
202,225,315,45,135,65.9,186.10000000000002,294.2,352.3,127.2,221.10000000000002,314.70000000000005,13.3,orientation,switch,65.0,127.0,experiment_1,012,mixed,1.0,201.0,134.23610153907,2.11069
203,135,225,315,45,72.9,261.5,308.0,126.80000000000001,243.3,78.30000000000001,167.70000000000002,24.5,orientation,repetition,72.0,243.0,experiment_1,012,mixed,1.0,202.0,247.58832020200043,1.9546171
204,135,225,315,45,119.10000000000001,199.10000000000002,322.90000000000003,75.3,201.3,105.0,252.20000000000002,56.400000000000006,colour,switch,119.0,201.0,experiment_1,012,mixed,1.0,203.0,125.0,2.7724688
205,225,135,315,45,354.70000000000005,45.2,126.9,178.20000000000002,19.0,190.10000000000002,266.40000000000003,142.3,colour,repetition,354.0,18.0,experiment_1,012,mixed,1.0,204.0,341.0,2.629765
206,315,135,45,225,40.800000000000004,308.8,264.8,124.10000000000001,109.10000000000001,322.5,182.3,2.9000000000000004,orientation,switch,40.0,109.0,experiment_1,012,mixed,1.0,205.0,125.61323262226298,1.3330003
207,135,225,45,315,22.8,278.90000000000003,106.2,322.40000000000003,26.900000000000002,271.6,340.90000000000003,212.70000000000002,orientation,repetition,22.0,26.0,experiment_1,012,mixed,1.0,206.0,43.91907581333932,1.991604
208,315,45,135,225,109.60000000000001,322.70000000000005,69.3,172.9,14.100000000000001,312.3,200.0,258.40000000000003,orientation,repetition,109.0,14.0,experiment_1,012,mixed,1.0,207.0,340.0873390731516,1.4560761
209,135,225,315,45,327.6,176.70000000000002,237.70000000000002,51.2,310.20000000000005,216.20000000000002,20.400000000000002,267.0,orientation,repetition,327.0,310.0,experiment_1,012,mixed,1.0,208.0,318.58527426874804,1.517969
210,45,225,315,135,211.0,336.8,294.7,102.30000000000001,327.20000000000005,9.5,128.1,241.3,orientation,repetition,210.0,327.0,experiment_1,012,mixed,1.0,209.0,333.7185889786798,1.449269
211,135,315,225,45,185.8,139.4,248.0,292.2,152.6,229.5,102.60000000000001,47.6,colour,switch,185.0,152.0,experiment_1,012,mixed,1.0,210.0,160.0,1.8791841
212,135,45,315,225,204.0,88.10000000000001,253.4,154.0,292.7,156.9,47.1,112.30000000000001,colour,repetition,204.0,292.0,experiment_1,012,mixed,1.0,211.0,191.0,2.5724056
213,45,135,315,225,107.9,15.4,149.9,255.3,5.1000000000000005,315.0,231.60000000000002,101.80000000000001,colour,repetition,107.0,5.0,experiment_1,012,mixed,1.0,212.0,111.0,2.365649
214,135,315,45,225,96.60000000000001,238.20000000000002,282.2,171.10000000000002,53.0,105.0,195.10000000000002,249.20000000000002,orientation,switch,96.0,52.0,experiment_1,012,mixed,1.0,213.0,41.6335393365702,1.7910329
215,45,225,135,315,74.3,317.40000000000003,271.6,219.8,32.1,282.2,76.9,223.0,orientation,repetition,74.0,32.0,experiment_1,012,mixed,1.0,214.0,50.72684725891129,1.3196471
216,225,45,315,135,157.10000000000002,226.10000000000002,44.400000000000006,294.3,79.10000000000001,329.3,265.1,124.2,colour,switch,157.0,79.0,experiment_1,012,mixed,1.0,215.0,171.0,1.5628715
217,315,225,45,135,318.3,30.0,123.9,256.6,318.70000000000005,278.6,195.10000000000002,145.70000000000002,colour,repetition,318.0,318.0,experiment_1,012,mixed,1.0,216.0,318.0,2.8333426
218,315,45,135,225,77.60000000000001,200.4,268.5,31.400000000000002,246.10000000000002,10.4,123.60000000000001,193.4,colour,repetition,77.0,246.0,experiment_1,012,mixed,1.0,217.0,88.0,2.0111513
219,315,225,135,45,47.900000000000006,290.2,247.60000000000002,111.2,139.20000000000002,290.2,81.5,17.6,colour,repetition,47.0,139.0,experiment_1,012,mixed,1.0,218.0,22.0,2.2030416
220,225,315,135,45,18.1,263.3,334.8,139.1,287.3,34.4,133.1,190.10000000000002,orientation,switch,18.0,287.0,experiment_1,012,mixed,1.0,219.0,300.1600608380871,1.6909348
221,315,45,135,225,236.0,322.40000000000003,161.5,27.400000000000002,244.5,313.8,108.4,0.30000000000000004,colour,switch,236.0,244.0,experiment_1,012,mixed,1.0,220.0,243.0,1.583633
222,315,225,135,45,38.7,263.2,346.90000000000003,98.9,249.4,2.0,120.9,310.70000000000005,orientation,switch,38.0,249.0,experiment_1,012,mixed,1.0,221.0,228.89167629408075,1.6480587
223,315,225,135,45,219.0,349.90000000000003,38.6,277.0,332.90000000000003,119.10000000000001,70.9,13.9,orientation,repetition,218.0,332.0,experiment_1,012,mixed,1.0,222.0,302.0288939903146,1.486682
224,315,225,45,135,28.5,101.9,189.10000000000002,286.1,305.90000000000003,5.1000000000000005,227.20000000000002,184.0,orientation,repetition,28.0,305.0,experiment_1,012,mixed,1.0,223.0,289.7988763545249,1.4112504
225,135,315,225,45,262.8,192.0,97.9,328.5,81.7,145.0,207.8,305.2,colour,switch,262.0,81.0,experiment_1,012,mixed,1.0,224.0,309.0,1.7793511
226,45,315,225,135,53.2,120.80000000000001,245.9,5.1000000000000005,296.7,341.70000000000005,163.70000000000002,88.4,orientation,switch,53.0,296.0,experiment_1,012,mixed,1.0,225.0,275.2863373619688,1.6924196
227,315,135,225,45,209.10000000000002,38.7,156.70000000000002,114.7,353.70000000000005,74.4,229.9,280.7,colour,switch,209.0,353.0,experiment_1,012,mixed,1.0,226.0,221.0,1.840946
228,225,315,135,45,297.7,352.70000000000005,77.4,35.800000000000004,228.20000000000002,327.90000000000003,283.5,22.700000000000003,orientation,switch,297.0,228.0,experiment_1,012,mixed,1.0,227.0,239.3110412626064,1.6395084
229,135,225,315,45,135.8,318.5,243.3,197.4,265.1,2.5,57.7,189.60000000000002,colour,switch,135.0,265.0,experiment_1,012,mixed,1.0,228.0,181.0,4.0781417
230,135,45,315,225,76.9,166.20000000000002,291.1,5.7,324.0,230.20000000000002,144.9,73.4,colour,repetition,76.0,324.0,experiment_1,012,mixed,1.0,229.0,89.0,1.8992535
231,315,45,135,225,288.40000000000003,228.5,95.30000000000001,51.800000000000004,335.90000000000003,74.2,239.60000000000002,142.4,orientation,switch,288.0,335.0,experiment_1,012,mixed,1.0,230.0,304.46081627137175,1.855215
232,225,135,315,45,56.6,124.60000000000001,10.100000000000001,327.0,245.3,27.700000000000003,170.0,86.30000000000001,orientation,repetition,56.0,245.0,experiment_1,012,mixed,1.0,231.0,234.85132734280805,1.2051921
233,315,225,45,135,204.0,280.3,18.400000000000002,129.9,221.4,292.7,102.9,156.70000000000002,colour,switch,204.0,221.0,experiment_1,012,mixed,1.0,232.0,211.0,3.1170204
234,135,225,315,45,220.3,116.7,261.6,1.9000000000000001,110.80000000000001,192.4,256.3,55.7,orientation,switch,220.0,110.0,experiment_1,012,mixed,1.0,233.0,56.72511201516508,2.0402546
235,135,45,225,315,298.0,157.60000000000002,253.60000000000002,345.8,56.400000000000006,302.3,259.8,171.10000000000002,orientation,repetition,298.0,56.0,experiment_1,012,mixed,1.0,234.0,49.953257477842065,2.4627993
236,135,225,45,315,56.800000000000004,102.7,351.1,147.20000000000002,258.40000000000003,67.5,214.20000000000002,329.3,orientation,repetition,56.0,258.0,experiment_1,012,mixed,1.0,235.0,277.4581275928232,2.7247603
237,135,45,225,315,183.3,50.400000000000006,0.6000000000000001,122.9,187.9,273.90000000000003,139.8,50.2,orientation,repetition,183.0,187.0,experiment_1,012,mixed,1.0,236.0,196.38954033403476,2.271912
238,225,135,315,45,22.400000000000002,321.1,160.9,65.2,242.0,86.30000000000001,345.8,282.7,colour,switch,22.0,242.0,experiment_1,012,mixed,1.0,237.0,357.0,2.085356
239,225,315,135,45,312.90000000000003,140.9,96.2,230.5,208.20000000000002,136.0,303.40000000000003,82.5,orientation,switch,312.0,208.0,experiment_1,012,mixed,1.0,238.0,224.09061955080085,1.5297205
240,45,225,135,315,134.20000000000002,283.40000000000003,194.10000000000002,24.900000000000002,198.4,27.5,73.4,270.0,orientation,repetition,134.0,198.0,experiment_1,012,mixed,1.0,239.0,199.69202123873652,2.8769622
241,315,225,135,45,42.800000000000004,268.2,330.8,117.9,171.4,237.9,81.10000000000001,14.100000000000001,orientation,repetition,42.0,171.0,experiment_1,012,mixed,1.0,240.0,142.50473245061198,2.0821538
242,135,315,225,45,328.6,9.200000000000001,277.3,187.3,292.6,250.0,342.20000000000005,26.900000000000002,orientation,repetition,328.0,292.0,experiment_1,012,mixed,1.0,241.0,289.5858253010954,1.6228106
243,135,315,225,45,339.70000000000005,277.2,214.10000000000002,50.0,129.1,327.0,215.10000000000002,77.0,orientation,repetition,339.0,129.0,experiment_1,012,mixed,1.0,242.0,109.29004621918874,2.1819527
244,225,135,45,315,62.6,189.3,253.10000000000002,128.6,75.9,258.8,303.5,119.10000000000001,orientation,repetition,62.0,75.0,experiment_1,012,mixed,1.0,243.0,116.77115021446211,2.5184844
245,225,45,315,135,319.5,159.70000000000002,58.6,105.10000000000001,94.10000000000001,307.1,220.70000000000002,176.8,colour,switch,319.0,94.0,experiment_1,012,mixed,1.0,244.0,318.0,1.6259319
246,45,225,135,315,89.4,200.10000000000002,19.5,147.70000000000002,163.10000000000002,95.5,306.90000000000003,347.40000000000003,orientation,switch,89.0,163.0,experiment_1,012,mixed,1.0,245.0,143.9726266148964,2.2810178
247,45,225,315,135,178.0,327.20000000000005,100.4,266.40000000000003,257.2,23.700000000000003,183.8,102.5,orientation,repetition,178.0,257.0,experiment_1,012,mixed,1.0,246.0,247.11936282358232,2.6542451
248,45,315,225,135,133.1,324.90000000000003,77.30000000000001,27.1,196.60000000000002,20.6,82.80000000000001,142.0,orientation,repetition,133.0,196.0,experiment_1,012,mixed,1.0,247.0,210.57922687248902,4.21214
249,225,315,135,45,31.5,225.60000000000002,175.8,130.9,157.20000000000002,261.2,345.5,213.20000000000002,orientation,repetition,31.0,157.0,experiment_1,012,mixed,1.0,248.0,126.1041430303367,1.5640235
250,225,135,45,315,59.900000000000006,124.0,176.4,294.1,350.70000000000005,254.3,165.70000000000002,82.0,colour,switch,59.0,350.0,experiment_1,012,mixed,1.0,249.0,306.0,2.1658876
251,225,315,135,45,325.1,258.0,113.30000000000001,11.100000000000001,336.1,277.40000000000003,92.5,31.6,colour,repetition,325.0,336.0,experiment_1,012,mixed,1.0,250.0,327.0,2.271548
252,45,225,135,315,230.9,294.3,91.5,145.3,251.70000000000002,333.20000000000005,186.4,40.300000000000004,orientation,switch,230.0,251.0,experiment_1,012,mixed,1.0,251.0,237.23150092123018,2.6685083
253,135,225,45,315,51.2,291.3,243.3,92.60000000000001,25.8,74.4,129.4,334.20000000000005,orientation,repetition,51.0,25.0,experiment_1,012,mixed,1.0,252.0,34.562524648881826,2.0257452
254,315,225,135,45,324.5,12.8,179.8,54.400000000000006,43.0,321.5,138.0,267.3,colour,switch,324.0,42.0,experiment_1,012,mixed,1.0,253.0,196.0,2.1211793
255,135,315,225,45,46.6,282.40000000000003,223.3,148.20000000000002,41.0,352.0,143.5,306.90000000000003,orientation,switch,46.0,40.0,experiment_1,012,mixed,1.0,254.0,45.2893701634406,2.1322446
256,135,315,225,45,20.400000000000002,167.20000000000002,237.0,64.10000000000001,350.3,281.90000000000003,34.800000000000004,200.5,orientation,repetition,20.0,350.0,experiment_1,012,mixed,1.0,255.0,313.5185428291129,1.5107712
257,225,135,315,45,349.0,56.900000000000006,288.90000000000003,123.9,79.0,301.8,245.20000000000002,162.10000000000002,orientation,repetition,348.0,78.0,experiment_1,012,mixed,1.0,256.0,53.27905118545981,1.522659
258,45,315,135,225,165.70000000000002,325.8,18.2,115.30000000000001,62.6,157.10000000000002,235.60000000000002,303.5,orientation,repetition,165.0,62.0,experiment_1,012,mixed,1.0,257.0,49.723111789790266,1.3579082
259,225,135,315,45,33.0,118.80000000000001,267.0,349.70000000000005,338.6,219.0,134.3,42.2,orientation,repetition,32.0,338.0,experiment_1,012,mixed,1.0,258.0,320.59273539700246,1.4238257
260,225,45,135,315,33.300000000000004,167.0,94.80000000000001,277.2,313.40000000000003,171.8,250.9,2.9000000000000004,colour,switch,33.0,313.0,experiment_1,012,mixed,1.0,259.0,351.0,2.0471942
261,135,45,315,225,30.0,131.20000000000002,240.10000000000002,319.20000000000005,165.10000000000002,38.2,263.5,219.10000000000002,colour,repetition,30.0,165.0,experiment_1,012,mixed,1.0,260.0,352.0,2.7017443
262,135,45,225,315,152.70000000000002,350.40000000000003,96.4,302.2,149.1,257.40000000000003,101.80000000000001,326.0,colour,repetition,152.0,149.0,experiment_1,012,mixed,1.0,261.0,167.0,2.2336495
263,45,225,135,315,299.40000000000003,180.70000000000002,90.60000000000001,9.200000000000001,236.3,123.10000000000001,284.0,42.300000000000004,orientation,switch,299.0,236.0,experiment_1,012,mixed,1.0,262.0,234.31708606912622,2.6240811
264,45,315,225,135,233.5,340.5,192.8,95.9,92.60000000000001,16.7,134.4,176.20000000000002,orientation,repetition,233.0,92.0,experiment_1,012,mixed,1.0,263.0,92.0750263614174,2.1512737
265,315,135,45,225,59.1,195.0,309.5,104.0,221.5,31.8,141.3,100.10000000000001,orientation,repetition,59.0,221.0,experiment_1,012,mixed,1.0,264.0,136.1381770074882,2.3134027
266,315,45,225,135,314.0,216.0,156.8,67.4,91.10000000000001,49.5,132.6,219.60000000000002,colour,switch,314.0,91.0,experiment_1,012,mixed,1.0,265.0,152.0,2.2691085
267,135,225,315,45,131.8,59.1,324.6,249.5,167.5,94.0,221.3,352.70000000000005,orientation,switch,131.0,167.0,experiment_1,012,mixed,1.0,266.0,98.42696902148067,2.530326
268,135,315,45,225,216.8,141.8,299.2,45.5,115.0,45.5,202.3,257.90000000000003,colour,switch,216.0,114.0,experiment_1,012,mixed,1.0,267.0,224.0,1.7335441
269,225,45,135,315,283.2,43.900000000000006,185.4,98.30000000000001,259.1,43.2,211.60000000000002,138.70000000000002,colour,repetition,283.0,259.0,experiment_1,012,mixed,1.0,268.0,298.0,2.0961301
270,135,225,45,315,315.6,134.3,266.1,83.10000000000001,91.60000000000001,357.6,311.6,219.60000000000002,colour,repetition,315.0,91.0,experiment_1,012,mixed,1.0,269.0,311.0,1.4848765
271,45,135,225,315,218.8,141.0,85.9,298.90000000000003,210.10000000000002,159.10000000000002,337.3,79.5,colour,repetition,218.0,210.0,experiment_1,012,mixed,1.0,270.0,222.0,1.9534531
272,135,225,315,45,195.70000000000002,89.80000000000001,348.90000000000003,244.9,323.0,53.800000000000004,220.20000000000002,126.4,colour,repetition,195.0,322.0,experiment_1,012,mixed,1.0,271.0,190.0,2.0112147
273,45,315,135,225,94.80000000000001,161.0,10.0,301.5,266.8,161.9,338.3,103.4,orientation,switch,94.0,266.0,experiment_1,012,mixed,1.0,272.0,282.8968091376687,1.4752694
